deal_id,as_of_date,market,property_type,units,purchase_price,rehab_budget,monthly_rent,vacancy_rate,taxes_annual,insurance_annual,repairs_annual,capex_annual,management_rate,loan_amount,interest_rate,actual_year1_noi,actual_year1_occupancy,actual_3yr_appreciation,exit_status,notes
HD-0114,2019-Q2,"Kansas City, MO",fourplex,4,451684,10000,3590.06,0.0864,9012.4,3235.65,8221.32,3781.59,0.08,258753.67,0.0702,12289.42,0.9069,0.1153,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0115,2020-Q3,"Columbus, OH",small_multifamily,8,461757,25000,6254.66,0.0896,5969.24,2351.13,16242.31,12397.98,0.08,318492.48,0.0717,22715.25,0.8867,0.0447,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0116,2021-Q4,"Charlotte, NC",single_family,1,821129,10000,1416.06,0.0974,16578.68,8079.85,1083.07,1492.86,0.08,564486.01,0.0595,-12965.44,0.8739,0.0002,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0117,2022-Q1,"Atlanta, GA",duplex,2,273063,15000,2001.21,0.0705,5874.93,2557.24,4077.74,4788.0,0.08,206212.65,0.0553,2840.79,0.9294,0.2188,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0118,2023-Q2,"Indianapolis, IN",triplex,3,578528,25000,2979.58,0.078,12477.07,2833.88,4182.16,2942.59,0.08,400637.38,0.0781,8331.42,0.8827,0.0612,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0119,2024-Q3,"Dallas, TX",fourplex,4,402718,25000,2689.54,0.0661,5735.63,1527.94,3886.48,7195.63,0.08,270908.23,0.0585,9000.22,0.9163,0.0551,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0120,2018-Q4,"Jacksonville, FL",small_multifamily,8,1070725,5000,5014.33,0.0667,23372.04,7629.89,11294.79,9046.62,0.08,740708.18,0.0622,269.1,0.9576,-0.0683,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0121,2019-Q1,"San Antonio, TX",single_family,1,729559,25000,1346.21,0.0469,15399.38,4063.97,1450.14,1886.4,0.08,561239.81,0.0686,-8657.51,0.9698,0.0729,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0122,2020-Q2,"Raleigh, NC",duplex,2,534353,25000,1860.67,0.0923,11616.13,3897.6,4030.91,4121.04,0.08,396161.78,0.0499,-4973.97,0.9139,0.2101,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0123,2021-Q3,"Cleveland, OH",triplex,3,308849,40000,2395.8,0.0963,5889.71,1844.21,6150.98,3862.54,0.08,237807.28,0.0721,5469.92,0.8758,0.0523,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0124,2022-Q4,"Phoenix, AZ",fourplex,4,503795,25000,3419.72,0.0751,10090.46,4145.28,7552.34,6919.57,0.08,359053.9,0.0819,6162.4,0.9217,0.033,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0125,2023-Q1,"Tampa, FL",small_multifamily,8,989024,15000,7054.87,0.1088,17653.78,8627.99,10160.86,13397.51,0.08,773286.84,0.0582,18151.92,0.9129,0.2024,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0126,2024-Q2,"Kansas City, MO",single_family,1,402346,65000,1026.98,0.0646,8504.83,3488.39,1282.84,1095.0,0.08,329770.14,0.0615,-4416.54,0.9186,0.1655,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0127,2018-Q3,"Columbus, OH",duplex,2,521602,65000,2067.52,0.0908,9761.99,2551.11,4118.26,2667.62,0.08,398457.71,0.058,1421.23,0.8886,0.1423,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0128,2019-Q4,"Charlotte, NC",triplex,3,811837,10000,2338.67,0.0701,14877.44,3372.0,5937.22,2724.87,0.08,556039.37,0.0797,-2805.25,0.9281,0.2005,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0129,2020-Q1,"Atlanta, GA",fourplex,4,499144,90000,3085.7,0.0899,10383.78,2037.25,6815.15,7024.97,0.08,422013.9,0.0799,5447.93,0.9448,-0.0275,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0130,2021-Q2,"Indianapolis, IN",small_multifamily,8,468105,90000,5966.69,0.1146,10067.87,4456.01,17019.52,7318.62,0.08,379863.69,0.0525,22845.16,0.8873,0.0054,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0131,2022-Q3,"Dallas, TX",single_family,1,325718,90000,894.94,0.1037,4331.69,2687.91,1807.6,2049.76,0.08,229991.56,0.0601,-1872.23,0.8703,0.1223,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0132,2023-Q4,"Jacksonville, FL",duplex,2,645187,90000,1799.67,0.0691,6606.72,6375.06,3136.87,4794.64,0.08,405507.78,0.0617,-2371.47,0.9151,0.0001,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0133,2024-Q1,"San Antonio, TX",triplex,3,855705,5000,2561.18,0.0551,15129.91,5583.53,3370.81,5993.15,0.08,656127.8,0.0783,-3686.34,0.9343,0.1271,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0134,2018-Q2,"Raleigh, NC",fourplex,4,521577,10000,3360.62,0.0737,11399.01,3092.2,7530.87,9441.9,0.08,384963.08,0.0755,3243.17,0.9562,0.1486,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0135,2019-Q3,"Cleveland, OH",small_multifamily,8,515847,40000,6687.39,0.0416,8425.94,2012.54,13333.67,13670.23,0.08,378932.79,0.0539,31253.67,0.9728,0.0761,held,Synthetic fixture for model validation and backtesting examples.
HD-0136,2020-Q4,"Phoenix, AZ",single_family,1,796474,25000,1211.01,0.1037,11863.18,5444.78,1539.52,992.38,0.08,539172.0,0.0756,-8488.26,0.916,0.0388,held,Synthetic fixture for model validation and backtesting examples.
HD-0137,2021-Q1,"Tampa, FL",duplex,2,826403,5000,1779.52,0.0404,18117.74,7912.63,1993.25,4788.08,0.08,463340.08,0.0625,-15311.19,0.9496,0.1497,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0138,2022-Q2,"Kansas City, MO",triplex,3,656058,25000,3303.63,0.0669,11727.36,5118.34,4965.06,5836.96,0.08,429057.74,0.0549,6470.01,0.9599,0.0787,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0139,2023-Q3,"Columbus, OH",fourplex,4,313839,15000,3418.39,0.0711,4371.96,1566.94,6179.5,4592.78,0.08,195116.79,0.0779,20097.91,0.9381,-0.0703,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0140,2024-Q4,"Charlotte, NC",small_multifamily,8,446405,10000,4636.94,0.0379,7486.75,3603.1,7745.17,16678.93,0.08,293249.81,0.0567,12339.43,0.9333,0.1791,held,Synthetic fixture for model validation and backtesting examples.
HD-0141,2018-Q1,"Atlanta, GA",single_family,1,488314,10000,1309.83,0.0621,8190.46,3843.74,1348.93,1382.82,0.08,290492.1,0.0708,-1082.57,0.9424,0.0102,held,Synthetic fixture for model validation and backtesting examples.
HD-0142,2019-Q2,"Indianapolis, IN",duplex,2,840407,65000,2437.92,0.0713,12978.46,8252.7,4436.44,3948.3,0.08,661612.64,0.0595,-4481.1,0.9034,-0.0352,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0143,2020-Q3,"Dallas, TX",triplex,3,819058,25000,2363.33,0.1079,8908.54,5331.79,2942.02,4680.85,0.08,545089.96,0.0665,1355.98,0.9038,-0.0035,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0144,2021-Q4,"Jacksonville, FL",fourplex,4,761635,90000,3466.17,0.1055,7364.99,4532.94,6987.83,3853.1,0.08,482655.96,0.0756,11852.84,0.8929,0.1214,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0145,2022-Q1,"San Antonio, TX",small_multifamily,8,779138,15000,4938.53,0.1147,16756.93,3321.12,18395.21,13330.19,0.08,481085.97,0.0689,-3159.57,0.871,0.1945,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0146,2023-Q2,"Raleigh, NC",single_family,1,481809,25000,1171.59,0.0612,6588.92,4451.09,1552.41,2184.51,0.08,362953.86,0.0741,-2463.69,0.9319,-0.0191,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0147,2024-Q3,"Cleveland, OH",duplex,2,809849,90000,1693.68,0.0572,17129.81,5883.09,2969.22,2287.72,0.08,563187.61,0.0615,-11918.2,0.9234,0.0698,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0148,2018-Q4,"Phoenix, AZ",triplex,3,767356,65000,2823.58,0.0493,14836.58,3530.01,5725.32,5043.92,0.08,633328.74,0.0669,525.21,0.9778,-0.0624,held,Synthetic fixture for model validation and backtesting examples.
HD-0149,2019-Q1,"Tampa, FL",fourplex,4,367941,90000,3581.0,0.0701,7341.56,1841.29,7560.15,3658.51,0.08,305134.59,0.0613,17055.44,0.9629,0.12,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0150,2020-Q2,"Kansas City, MO",small_multifamily,8,941552,5000,6318.13,0.036,14954.13,4976.87,18147.77,7419.43,0.08,697633.59,0.0712,24139.39,0.9974,0.1929,held,Synthetic fixture for model validation and backtesting examples.
HD-0151,2021-Q3,"Columbus, OH",single_family,1,734857,10000,1279.87,0.0565,9999.74,6369.07,1010.63,2434.88,0.08,488305.52,0.057,-6943.2,0.9558,0.01,held,Synthetic fixture for model validation and backtesting examples.
HD-0152,2022-Q4,"Charlotte, NC",duplex,2,253223,5000,1509.31,0.0755,4375.12,2043.13,2031.52,4505.06,0.08,180324.52,0.0599,2870.9,0.958,0.2122,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0153,2023-Q1,"Atlanta, GA",triplex,3,495927,10000,2880.77,0.0832,6211.11,4714.8,5574.6,4045.79,0.08,341448.65,0.0707,7617.31,0.9537,0.1751,held,Synthetic fixture for model validation and backtesting examples.
HD-0154,2024-Q2,"Indianapolis, IN",fourplex,4,905551,10000,4065.95,0.0689,9055.68,4125.62,4946.64,8941.76,0.08,585500.38,0.0786,13833.56,0.9543,0.1467,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0155,2018-Q3,"Dallas, TX",small_multifamily,8,512237,40000,5628.3,0.0433,6156.0,2045.94,13977.89,15057.47,0.08,379381.29,0.081,20820.49,0.9559,0.1102,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0156,2019-Q4,"Jacksonville, FL",single_family,1,558095,40000,1304.69,0.0928,9816.18,2264.2,1766.06,2176.89,0.08,427048.78,0.0517,-2588.23,0.9264,0.1335,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0157,2020-Q1,"San Antonio, TX",duplex,2,552061,15000,1360.5,0.0612,7551.6,2900.24,2171.02,2399.65,0.08,370423.55,0.0673,-891.29,0.9431,-0.0721,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0158,2021-Q2,"Raleigh, NC",triplex,3,880920,40000,3453.43,0.036,12667.22,7544.73,5744.34,5385.78,0.08,716777.77,0.057,5452.38,0.9351,0.1256,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0159,2022-Q3,"Cleveland, OH",fourplex,4,605759,15000,2628.84,0.0719,8767.96,4026.79,4030.76,5210.88,0.08,376624.24,0.0696,5064.74,0.8989,-0.0213,held,Synthetic fixture for model validation and backtesting examples.
HD-0160,2023-Q4,"Phoenix, AZ",small_multifamily,8,437096,25000,6324.29,0.1033,5806.4,2480.86,16333.33,18201.71,0.08,357695.5,0.0535,18508.08,0.895,0.2042,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0161,2024-Q1,"Tampa, FL",single_family,1,371266,25000,1042.95,0.0941,5711.22,2689.16,1239.39,1501.69,0.08,292362.57,0.062,-611.98,0.9457,0.0892,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0162,2018-Q2,"Kansas City, MO",duplex,2,408667,65000,1442.91,0.0968,8687.72,1987.23,4033.52,4460.1,0.08,268051.23,0.077,-5288.64,0.9139,0.1219,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0163,2019-Q3,"Columbus, OH",triplex,3,508777,15000,2850.55,0.1021,5068.21,5057.02,4712.79,4623.86,0.08,349108.32,0.0794,9402.09,0.914,0.0831,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0164,2020-Q4,"Charlotte, NC",fourplex,4,852986,40000,2951.09,0.1004,14968.9,4953.77,7223.2,3883.5,0.08,693162.42,0.0714,-1658.2,0.8681,0.1458,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0165,2021-Q1,"Atlanta, GA",small_multifamily,8,533396,15000,6770.15,0.0824,9568.93,2633.22,11390.14,13127.21,0.08,387330.87,0.0718,27857.84,0.886,0.2193,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0166,2022-Q2,"Indianapolis, IN",single_family,1,621181,5000,1280.68,0.047,8109.25,4012.62,1189.61,1672.68,0.08,412977.25,0.0635,-1616.93,0.9166,0.0157,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0167,2023-Q3,"Dallas, TX",duplex,2,340675,5000,1885.86,0.0926,3793.96,3371.1,2482.96,2358.25,0.08,202852.88,0.0675,8022.16,0.9178,-0.0104,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0168,2024-Q4,"Jacksonville, FL",triplex,3,450440,65000,2410.17,0.0977,9225.13,2892.83,4504.12,2721.36,0.08,308956.34,0.0582,5007.42,0.8704,0.1588,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0169,2018-Q1,"San Antonio, TX",fourplex,4,852968,10000,2994.89,0.0447,15113.84,5699.23,9009.13,5605.79,0.08,551770.55,0.062,-3308.74,0.9647,0.0256,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0170,2019-Q2,"Raleigh, NC",small_multifamily,8,741893,40000,6838.93,0.0616,8977.98,3160.59,11381.03,9009.39,0.08,499900.59,0.0687,39353.9,0.9492,0.0469,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0171,2020-Q3,"Cleveland, OH",single_family,1,366649,40000,865.1,0.0509,7313.11,2759.46,2111.73,2422.95,0.08,268982.07,0.0554,-5311.1,0.9418,0.0885,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0172,2021-Q4,"Phoenix, AZ",duplex,2,735611,25000,2088.91,0.0492,12027.37,6380.12,2417.48,1904.62,0.08,457670.28,0.0585,-883.77,0.9548,0.0897,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0173,2022-Q1,"Tampa, FL",triplex,3,373710,40000,2673.03,0.105,5145.69,3306.2,2874.76,6151.11,0.08,279527.82,0.0817,7655.2,0.8788,0.169,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0174,2023-Q2,"Kansas City, MO",fourplex,4,323796,25000,3618.04,0.0424,6556.47,1380.35,8146.58,4943.22,0.08,251011.39,0.0717,19461.55,0.9309,0.1031,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0175,2024-Q3,"Columbus, OH",small_multifamily,8,575998,90000,5067.64,0.04,7810.88,3068.37,13234.21,11342.77,0.08,474145.53,0.0585,16723.87,0.9308,0.1774,held,Synthetic fixture for model validation and backtesting examples.
HD-0176,2018-Q4,"Charlotte, NC",single_family,1,616589,5000,1563.47,0.0458,12491.49,3158.73,1895.95,2225.57,0.08,450738.38,0.0713,-3289.04,0.9644,0.0932,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0177,2019-Q1,"Atlanta, GA",duplex,2,613396,25000,2020.51,0.1004,8732.96,5136.4,3745.17,4607.42,0.08,417881.25,0.0651,-2218.67,0.9181,0.1807,held,Synthetic fixture for model validation and backtesting examples.
HD-0178,2020-Q2,"Indianapolis, IN",triplex,3,735718,65000,2644.07,0.0404,11732.88,3616.71,4504.5,3716.89,0.08,489850.02,0.0763,4180.91,0.9878,0.0934,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0179,2021-Q3,"Dallas, TX",fourplex,4,650437,65000,2742.15,0.0882,12928.82,2345.36,8804.82,4611.09,0.08,468610.64,0.0817,-1058.61,0.9424,0.2187,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0180,2022-Q4,"Jacksonville, FL",small_multifamily,8,746528,10000,7621.37,0.0429,10216.73,3012.79,14642.5,15506.06,0.08,425101.46,0.0696,40174.79,0.9695,0.1466,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0181,2023-Q1,"San Antonio, TX",single_family,1,284807,5000,732.77,0.0855,4486.5,1820.75,911.29,1449.72,0.08,167432.1,0.0774,-1358.88,0.9051,0.0633,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0182,2024-Q2,"Raleigh, NC",duplex,2,327402,5000,1955.62,0.0467,6238.64,2748.71,2172.81,4977.41,0.08,193742.57,0.0665,3657.82,0.9414,0.115,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0183,2018-Q3,"Cleveland, OH",triplex,3,478404,65000,3091.76,0.0874,7056.93,2349.96,6465.69,3372.06,0.08,314264.75,0.0731,11268.87,0.8924,0.0488,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0184,2019-Q4,"Phoenix, AZ",fourplex,4,378341,10000,3302.85,0.0866,7236.38,3022.22,8348.2,7813.79,0.08,240530.39,0.0661,6908.74,0.9251,0.1444,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0185,2020-Q1,"Tampa, FL",small_multifamily,8,680967,25000,5321.98,0.0892,6757.34,6317.13,7335.15,11822.06,0.08,439668.28,0.0618,23879.12,0.9254,0.0463,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0186,2021-Q2,"Kansas City, MO",single_family,1,678894,90000,1159.87,0.0362,8014.11,6447.3,2228.15,1536.76,0.08,473555.81,0.0725,-6450.78,0.9304,0.0471,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0187,2022-Q3,"Columbus, OH",duplex,2,782628,40000,1959.75,0.0613,12245.75,3772.88,4062.57,3516.45,0.08,526373.54,0.0699,-3684.28,0.9235,0.1243,held,Synthetic fixture for model validation and backtesting examples.
HD-0188,2023-Q4,"Charlotte, NC",triplex,3,713737,65000,2599.67,0.0558,15002.87,3036.17,5271.65,2964.14,0.08,547606.54,0.0707,727.83,0.9603,-0.0762,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0189,2024-Q1,"Atlanta, GA",fourplex,4,461790,25000,3362.91,0.1016,8483.06,2117.43,4310.81,8599.19,0.08,297825.83,0.0783,10805.89,0.8802,-0.0712,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0190,2018-Q2,"Indianapolis, IN",small_multifamily,8,496974,15000,6341.69,0.0416,7413.64,2902.73,12795.63,14456.14,0.08,324882.41,0.0574,25309.94,0.9367,0.0922,held,Synthetic fixture for model validation and backtesting examples.
HD-0191,2019-Q3,"Dallas, TX",single_family,1,718541,5000,1282.78,0.0558,10873.64,4303.61,1110.12,2389.86,0.08,540645.46,0.0672,-6096.21,0.9222,0.1422,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0192,2020-Q4,"Jacksonville, FL",duplex,2,480322,25000,1792.75,0.1052,7891.67,2053.91,3685.31,1968.55,0.08,303866.57,0.066,1765.43,0.9241,0.0403,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0193,2021-Q1,"San Antonio, TX",triplex,3,580790,15000,2416.16,0.0664,7428.73,4994.39,5806.22,3864.4,0.08,378149.66,0.0811,3312.96,0.9544,0.1528,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0194,2022-Q2,"Raleigh, NC",fourplex,4,547034,10000,2977.2,0.0548,7386.88,4899.91,8512.31,9686.34,0.08,306556.01,0.0707,654.75,0.9216,0.1382,held,Synthetic fixture for model validation and backtesting examples.
HD-0195,2023-Q3,"Cleveland, OH",small_multifamily,8,679736,25000,4783.27,0.1197,12406.19,2790.09,17518.27,18685.28,0.08,471852.2,0.0721,-4688.02,0.8868,0.2124,held,Synthetic fixture for model validation and backtesting examples.
HD-0196,2024-Q4,"Phoenix, AZ",single_family,1,714979,10000,1340.58,0.0853,7013.71,5581.04,1082.99,1366.68,0.08,540624.2,0.0796,-1448.79,0.9001,0.1696,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0197,2018-Q1,"Tampa, FL",duplex,2,505166,10000,1478.86,0.1013,8386.36,2278.38,2260.25,3291.38,0.08,331508.23,0.0667,-1801.84,0.8958,-0.0177,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0198,2019-Q2,"Kansas City, MO",triplex,3,380738,5000,2580.37,0.1052,6875.91,1432.39,6210.88,4273.41,0.08,220248.29,0.0572,6350.0,0.8756,0.074,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
