comp_id,market,address,bedrooms,bathrooms,square_feet,unit_count,monthly_rent,concession_pct,days_on_market,distance_miles,condition_score,source,confidence,notes
RC-0600,"Jacksonville, FL",699 Fixture Rent St,8,2,4458,2,7571.58,0.0296,48,2.53,7.9,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0601,"San Antonio, TX",700 Fixture Rent St,2,2.5,2155,1,3528.51,0.0497,23,3.54,4.6,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0602,"Raleigh, NC",701 Fixture Rent St,4,3,2494,1,3211.93,0.0423,29,2.18,9.0,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0603,"Cleveland, OH",702 Fixture Rent St,4,1.5,6096,4,11050.77,0.0483,80,3.8,8.8,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0604,"Phoenix, AZ",703 Fixture Rent St,3,1,1515,1,1736.74,0.019,15,4.79,6.3,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0605,"Tampa, FL",704 Fixture Rent St,2,1,4128,2,8286.72,0.0102,4,3.23,6.5,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0606,"Kansas City, MO",705 Fixture Rent St,4,2.5,9232,4,16760.47,0.0517,31,7.92,6.8,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0607,"Columbus, OH",706 Fixture Rent St,3,3,2405,1,3236.98,0.0071,3,1.93,6.1,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0608,"Charlotte, NC",707 Fixture Rent St,2,2,4422,2,5539.33,0.0282,54,2.01,7.7,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0609,"Atlanta, GA",708 Fixture Rent St,12,3,9392,4,12429.58,0.0269,79,2.38,5.4,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0610,"Indianapolis, IN",709 Fixture Rent St,4,2,1821,1,2818.38,0.0159,63,0.56,6.8,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0611,"Dallas, TX",710 Fixture Rent St,2,2.5,1022,1,1092.35,0.0752,51,5.4,5.5,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0612,"Jacksonville, FL",711 Fixture Rent St,4,1.5,2087,1,4034.16,0.0576,26,1.44,7.9,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0613,"San Antonio, TX",712 Fixture Rent St,8,3,10004,4,13720.31,0.0784,57,5.37,4.5,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0614,"Raleigh, NC",713 Fixture Rent St,3,3,786,1,1394.25,0.0416,53,5.79,7.9,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0615,"Cleveland, OH",714 Fixture Rent St,3,2.5,1281,1,1980.45,0.0619,74,7.1,7.5,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0616,"Phoenix, AZ",715 Fixture Rent St,6,2,5510,2,8148.65,0.0073,58,6.38,8.2,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0617,"Tampa, FL",716 Fixture Rent St,4,2,1460,1,2401.38,0.0732,49,5.14,7.1,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0618,"Kansas City, MO",717 Fixture Rent St,3,2.5,2660,1,5393.23,0.0348,76,6.7,5.7,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0619,"Columbus, OH",718 Fixture Rent St,1,2,1607,1,2727.84,0.0105,76,0.34,6.1,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0620,"Charlotte, NC",719 Fixture Rent St,3,2.5,1433,1,2265.58,0.0354,78,4.28,8.0,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0621,"Atlanta, GA",720 Fixture Rent St,6,2,3540,2,4759.93,0.0035,54,4.11,7.4,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0622,"Indianapolis, IN",721 Fixture Rent St,2,1.5,2592,2,5044.78,0.0192,68,6.9,7.5,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0623,"Dallas, TX",722 Fixture Rent St,4,2,3596,2,5472.89,0.0744,41,6.22,5.6,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0624,"Jacksonville, FL",723 Fixture Rent St,2,1.5,4002,2,5051.18,0.0656,48,3.17,8.4,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0625,"San Antonio, TX",724 Fixture Rent St,1,1.5,670,1,1122.47,0.0264,42,3.41,5.9,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0626,"Raleigh, NC",725 Fixture Rent St,4,2,890,1,1160.85,0.0353,61,3.5,8.8,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0627,"Cleveland, OH",726 Fixture Rent St,2,1,2395,1,2747.73,0.065,8,7.88,5.6,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0628,"Phoenix, AZ",727 Fixture Rent St,8,3,3864,2,8596.79,0.0569,11,5.14,8.7,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0629,"Tampa, FL",728 Fixture Rent St,2,1.5,1152,1,1643.47,0.0173,19,6.78,6.5,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0630,"Kansas City, MO",729 Fixture Rent St,4,3,1310,2,1533.36,0.0251,3,6.15,4.6,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0631,"Columbus, OH",730 Fixture Rent St,2,1,2880,2,5753.61,0.0793,6,0.64,8.5,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0632,"Charlotte, NC",731 Fixture Rent St,2,2,2074,2,4574.68,0.0447,52,6.01,7.6,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0633,"Atlanta, GA",732 Fixture Rent St,4,2,1124,1,1436.06,0.0029,48,2.75,7.2,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0634,"Indianapolis, IN",733 Fixture Rent St,16,3,6244,4,12800.06,0.035,67,3.52,7.6,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0635,"Dallas, TX",734 Fixture Rent St,2,3,696,1,1267.01,0.0681,23,6.03,9.0,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0636,"Jacksonville, FL",735 Fixture Rent St,1,3,720,1,1179.7,0.0338,22,7.71,5.5,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0637,"San Antonio, TX",736 Fixture Rent St,3,1.5,1447,1,2004.58,0.0769,8,4.54,8.9,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0638,"Raleigh, NC",737 Fixture Rent St,2,2.5,819,1,1514.22,0.0698,12,7.49,6.7,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0639,"Cleveland, OH",738 Fixture Rent St,16,2,8312,4,12571.3,0.0433,52,3.26,4.8,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0640,"Phoenix, AZ",739 Fixture Rent St,2,1,2347,1,4686.47,0.052,10,7.96,7.3,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0641,"Tampa, FL",740 Fixture Rent St,1,1.5,2408,1,3447.3,0.0088,73,3.51,8.4,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0642,"Kansas City, MO",741 Fixture Rent St,2,1.5,1147,1,2122.72,0.07,80,7.42,5.4,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0643,"Columbus, OH",742 Fixture Rent St,2,1,2730,1,5385.7,0.0343,22,1.85,8.2,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0644,"Charlotte, NC",743 Fixture Rent St,1,1,2413,1,4140.63,0.0705,52,5.1,7.2,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0645,"Atlanta, GA",744 Fixture Rent St,12,1,3392,4,7497.21,0.0275,14,0.61,8.0,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0646,"Indianapolis, IN",745 Fixture Rent St,8,2,1348,2,2254.72,0.0621,74,6.17,5.7,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0647,"Dallas, TX",746 Fixture Rent St,2,3,1648,2,3463.65,0.04,16,2.13,8.3,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0648,"Jacksonville, FL",747 Fixture Rent St,3,2,1768,1,2757.77,0.0224,48,0.34,6.4,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0649,"San Antonio, TX",748 Fixture Rent St,2,2.5,2704,1,2951.9,0.021,53,3.51,7.1,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0650,"Raleigh, NC",749 Fixture Rent St,4,2.5,8304,4,14414.07,0.0206,80,7.86,4.9,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0651,"Cleveland, OH",750 Fixture Rent St,12,2.5,2860,4,3999.5,0.0744,59,7.27,5.3,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0652,"Phoenix, AZ",751 Fixture Rent St,16,3,7312,4,11662.4,0.0068,79,6.47,5.4,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0653,"Tampa, FL",752 Fixture Rent St,4,1,2679,1,3259.76,0.0376,40,5.41,6.3,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0654,"Kansas City, MO",753 Fixture Rent St,16,1.5,2832,4,3431.54,0.0487,60,7.66,4.9,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0655,"Columbus, OH",754 Fixture Rent St,8,2.5,2422,2,4777.33,0.0006,27,2.54,7.0,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0656,"Charlotte, NC",755 Fixture Rent St,2,1,4682,2,7630.44,0.0317,51,1.34,6.8,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0657,"Atlanta, GA",756 Fixture Rent St,3,2.5,833,1,1032.72,0.0761,29,0.79,8.9,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0658,"Indianapolis, IN",757 Fixture Rent St,3,1.5,1384,1,3049.27,0.0273,52,6.67,4.5,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0659,"Dallas, TX",758 Fixture Rent St,4,2.5,7660,4,13560.07,0.0144,49,7.65,4.8,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0660,"Jacksonville, FL",759 Fixture Rent St,2,2,2124,1,4545.0,0.0159,14,1.59,5.1,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0661,"San Antonio, TX",760 Fixture Rent St,4,2,1436,2,2075.4,0.0531,34,1.28,7.9,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0662,"Raleigh, NC",761 Fixture Rent St,3,2,998,1,2105.61,0.0711,31,5.83,8.2,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0663,"Cleveland, OH",762 Fixture Rent St,4,3,1801,1,3754.26,0.0178,28,5.48,7.5,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0664,"Phoenix, AZ",763 Fixture Rent St,6,1,2538,2,4763.85,0.0605,15,7.43,6.5,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0665,"Tampa, FL",764 Fixture Rent St,1,3,1029,1,1348.41,0.0087,4,7.68,8.3,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0666,"Kansas City, MO",765 Fixture Rent St,4,2,1922,1,2393.18,0.0795,69,6.2,8.0,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0667,"Columbus, OH",766 Fixture Rent St,4,2.5,2011,1,2984.22,0.0778,47,6.95,6.5,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0668,"Charlotte, NC",767 Fixture Rent St,2,1.5,2707,1,4540.22,0.0599,66,6.61,5.2,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0669,"Atlanta, GA",768 Fixture Rent St,2,2,1175,1,2135.3,0.0093,62,7.76,7.7,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0670,"Indianapolis, IN",769 Fixture Rent St,8,2,3012,4,4359.4,0.0269,32,4.48,7.0,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0671,"Dallas, TX",770 Fixture Rent St,6,2.5,2600,2,2752.2,0.0317,58,3.1,6.3,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0672,"Jacksonville, FL",771 Fixture Rent St,4,1,2678,1,3773.5,0.0578,19,0.54,6.7,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0673,"San Antonio, TX",772 Fixture Rent St,2,1,2247,1,3857.05,0.0297,20,3.23,4.9,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0674,"Raleigh, NC",773 Fixture Rent St,2,2,3720,2,7083.8,0.0632,36,1.84,7.5,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0675,"Cleveland, OH",774 Fixture Rent St,6,2,1968,2,2721.42,0.0114,79,3.12,5.9,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0676,"Phoenix, AZ",775 Fixture Rent St,2,1,1760,1,3815.48,0.0476,64,0.86,5.1,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0677,"Tampa, FL",776 Fixture Rent St,3,3,1580,1,3211.23,0.0746,24,5.02,8.5,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0678,"Kansas City, MO",777 Fixture Rent St,2,2,753,1,1468.35,0.0181,41,4.84,6.8,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0679,"Columbus, OH",778 Fixture Rent St,16,1,8428,4,17079.07,0.0587,70,4.1,8.4,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0680,"Charlotte, NC",779 Fixture Rent St,4,1,1738,2,3802.11,0.0293,78,1.31,7.4,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0681,"Atlanta, GA",780 Fixture Rent St,8,2,3098,2,5167.35,0.0467,8,7.63,5.5,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0682,"Indianapolis, IN",781 Fixture Rent St,3,2,1412,1,1870.81,0.0445,59,0.21,6.6,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0683,"Dallas, TX",782 Fixture Rent St,4,2,1544,1,3098.91,0.0368,66,2.12,6.7,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0684,"Jacksonville, FL",783 Fixture Rent St,6,2.5,4666,2,9712.53,0.001,60,3.08,7.9,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0685,"San Antonio, TX",784 Fixture Rent St,8,3,5132,4,6128.51,0.0102,77,6.65,5.5,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0686,"Raleigh, NC",785 Fixture Rent St,6,2.5,2650,2,4311.32,0.0107,36,5.7,5.5,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0687,"Cleveland, OH",786 Fixture Rent St,3,3,1876,1,3594.99,0.0799,58,4.6,7.6,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0688,"Phoenix, AZ",787 Fixture Rent St,8,1,4584,2,8444.46,0.071,72,2.88,5.6,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0689,"Tampa, FL",788 Fixture Rent St,3,3,1733,1,2247.18,0.0649,38,4.67,9.2,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0690,"Kansas City, MO",789 Fixture Rent St,16,2,7664,4,17073.37,0.0078,36,1.53,4.6,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0691,"Columbus, OH",790 Fixture Rent St,1,2.5,2565,1,4408.71,0.0606,5,2.52,7.8,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0692,"Charlotte, NC",791 Fixture Rent St,2,1,3366,2,6062.51,0.0551,46,4.68,8.9,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0693,"Atlanta, GA",792 Fixture Rent St,12,1.5,8696,4,15107.21,0.0059,34,4.05,8.0,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0694,"Indianapolis, IN",793 Fixture Rent St,4,2,2329,1,2986.02,0.0461,25,3.96,6.7,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0695,"Dallas, TX",794 Fixture Rent St,4,2,5298,2,7890.46,0.0631,57,0.67,8.4,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0696,"Jacksonville, FL",795 Fixture Rent St,2,3,3404,2,7652.55,0.0277,74,0.29,7.1,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0697,"San Antonio, TX",796 Fixture Rent St,4,1.5,1383,1,2169.68,0.0154,80,4.89,7.7,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0698,"Raleigh, NC",797 Fixture Rent St,2,1,2240,2,3328.6,0.0075,13,1.87,5.0,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0699,"Cleveland, OH",798 Fixture Rent St,2,2.5,1910,1,2654.27,0.0777,66,4.99,8.1,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0700,"Phoenix, AZ",799 Fixture Rent St,16,1,2808,4,3241.66,0.064,52,6.24,8.8,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0701,"Tampa, FL",800 Fixture Rent St,2,2,1450,2,2065.15,0.0785,64,1.87,7.6,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0702,"Kansas City, MO",801 Fixture Rent St,4,2.5,4420,2,7090.33,0.0362,7,4.71,6.4,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0703,"Columbus, OH",802 Fixture Rent St,4,2,1443,1,2308.34,0.0179,25,0.55,6.9,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0704,"Charlotte, NC",803 Fixture Rent St,12,2,9788,4,21798.84,0.0496,63,0.92,8.5,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0705,"Atlanta, GA",804 Fixture Rent St,2,2.5,2468,1,4421.85,0.0374,18,1.01,6.1,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0706,"Indianapolis, IN",805 Fixture Rent St,2,1.5,2560,1,4764.45,0.0584,55,0.14,9.0,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0707,"Dallas, TX",806 Fixture Rent St,4,1,2314,1,3841.39,0.0028,70,2.81,7.3,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0708,"Jacksonville, FL",807 Fixture Rent St,4,3,2701,1,4062.85,0.0235,30,7.6,8.8,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0709,"San Antonio, TX",808 Fixture Rent St,8,1,3542,2,4873.26,0.0135,28,1.29,6.4,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0710,"Raleigh, NC",809 Fixture Rent St,6,2,4172,2,7357.05,0.0415,52,3.14,5.7,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0711,"Cleveland, OH",810 Fixture Rent St,3,2,2462,1,4784.89,0.0674,33,2.27,6.6,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0712,"Phoenix, AZ",811 Fixture Rent St,2,2,797,1,1522.49,0.0019,49,2.01,6.8,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0713,"Tampa, FL",812 Fixture Rent St,4,2,1767,1,3295.58,0.0703,36,2.73,4.6,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0714,"Kansas City, MO",813 Fixture Rent St,1,2.5,1795,1,3077.99,0.042,50,1.91,5.5,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0715,"Columbus, OH",814 Fixture Rent St,2,3,2300,1,4016.75,0.0097,55,4.85,5.9,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0716,"Charlotte, NC",815 Fixture Rent St,1,2.5,1783,1,3608.27,0.0177,29,0.54,8.3,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0717,"Atlanta, GA",816 Fixture Rent St,4,1.5,655,1,1255.01,0.0141,35,6.72,6.0,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0718,"Indianapolis, IN",817 Fixture Rent St,2,3,2319,1,3439.44,0.0362,77,3.51,5.4,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0719,"Dallas, TX",818 Fixture Rent St,8,2,5126,2,7111.6,0.0553,53,6.92,8.0,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0720,"Jacksonville, FL",819 Fixture Rent St,4,2,2639,1,3393.44,0.0089,79,1.26,4.8,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0721,"San Antonio, TX",820 Fixture Rent St,4,1,7244,4,14718.32,0.0702,5,1.51,6.8,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0722,"Raleigh, NC",821 Fixture Rent St,12,1,4404,4,8228.76,0.0313,69,2.17,8.6,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0723,"Cleveland, OH",822 Fixture Rent St,4,1,2956,2,4942.56,0.0342,36,2.09,8.7,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0724,"Phoenix, AZ",823 Fixture Rent St,4,3,1754,1,3327.3,0.0472,46,0.28,8.3,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0725,"Tampa, FL",824 Fixture Rent St,4,1,2328,1,2532.97,0.0581,70,3.82,6.5,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0726,"Kansas City, MO",825 Fixture Rent St,2,1.5,1996,2,3620.37,0.048,33,7.08,6.4,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0727,"Columbus, OH",826 Fixture Rent St,4,2.5,1099,1,1321.93,0.0203,79,5.19,6.9,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0728,"Charlotte, NC",827 Fixture Rent St,2,2.5,1498,1,3207.33,0.0329,67,3.62,6.1,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0729,"Atlanta, GA",828 Fixture Rent St,1,2.5,2654,1,4630.0,0.0676,49,1.04,4.6,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0730,"Indianapolis, IN",829 Fixture Rent St,4,3,2681,1,2930.27,0.0164,71,5.48,5.9,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0731,"Dallas, TX",830 Fixture Rent St,1,1.5,2748,1,6080.73,0.0203,47,3.75,6.5,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0732,"Jacksonville, FL",831 Fixture Rent St,3,3,679,1,1420.18,0.0103,26,4.16,7.4,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0733,"San Antonio, TX",832 Fixture Rent St,8,2,5444,2,7315.81,0.0197,13,3.48,8.0,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0734,"Raleigh, NC",833 Fixture Rent St,12,2,10832,4,22144.46,0.0711,73,4.54,7.2,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0735,"Cleveland, OH",834 Fixture Rent St,8,1,6132,4,6614.87,0.0369,50,3.54,8.5,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0736,"Phoenix, AZ",835 Fixture Rent St,1,1,2383,1,4273.14,0.0595,23,1.73,8.8,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0737,"Tampa, FL",836 Fixture Rent St,2,1,2297,1,3462.31,0.0768,24,7.29,6.2,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0738,"Kansas City, MO",837 Fixture Rent St,2,1,1734,1,3837.11,0.0352,78,1.03,6.2,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0739,"Columbus, OH",838 Fixture Rent St,2,1.5,1387,1,2592.5,0.0021,21,6.94,7.5,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0740,"Charlotte, NC",839 Fixture Rent St,3,1.5,1986,1,2095.74,0.016,71,1.21,4.7,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0741,"Atlanta, GA",840 Fixture Rent St,2,2,5536,2,6651.94,0.0423,18,6.28,4.7,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0742,"Indianapolis, IN",841 Fixture Rent St,3,2.5,2069,1,2910.64,0.0174,69,2.94,8.1,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0743,"Dallas, TX",842 Fixture Rent St,4,2,2974,2,5217.27,0.0665,45,5.14,6.0,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0744,"Jacksonville, FL",843 Fixture Rent St,2,2.5,2184,1,4541.9,0.0116,27,6.14,8.6,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0745,"San Antonio, TX",844 Fixture Rent St,1,3,1188,1,2084.06,0.0275,49,2.98,6.7,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0746,"Raleigh, NC",845 Fixture Rent St,12,3,3896,4,5664.21,0.0033,9,7.5,5.1,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0747,"Cleveland, OH",846 Fixture Rent St,12,3,7976,4,16462.14,0.0363,16,5.43,6.1,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0748,"Phoenix, AZ",847 Fixture Rent St,1,2,2749,1,4715.33,0.059,68,4.62,7.6,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0749,"Tampa, FL",848 Fixture Rent St,3,1,818,1,1091.86,0.0355,55,4.81,6.2,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
